persons_id,surname,first_name,prefix,maiden_name,suffix,title,dates,description,biography
1970,Hotaswol,Walter,,,,,(d. 1867),"Christian convert, a native of Motlav or Mota Lava in Vanuatu",
1971,Harrison,Thomas Elliot,,,,,(1808-1888),"railway engineer, husband of Sophia Jane Collinson",
1972,Carlyle,Thomas ,,,,,(1795-1881),historian and critic,
1973,Wheeler,Frances,,,,,,"headmistress of St. Michael\'s School, Bognor 1866-1895",
1974,Roscoe,Thomas,,,,,(1791-1871),historian,
1975,Tagalana,Henry,The Rev.,,,,(<i>c.</i>1849-1901),missionary in Melanesia,"Henry Tagalana\'s story was one of the elements omitted from the revised version of CMY\'s biography of Patteson.  His premarital relationship with his betrothed was a subject of much agonizing by Patteson.  For more details of his career see

See Blain, <i>Directory of Anglican Clergy in the Pacific</i> at http://anglicanhistory.org/nz/blain_directory/"
1976,Coleridge,Mary Simpson,,(Pridham),,,(1808-1887),"mother of Christabel Coleridge, wife of the Rev. Derwent Coleridge",
1977,Blake,William,,,,,(1757-1827),poet and visionary,
1978,Norton,Caroline Elizabeth Sarah,,(Sheridan),,,(1808-1877),poet and novelist,
1979,Atkin,Joseph,The Rev.,,,,(1844-1871),missionary and martyr,"Died of wounds just after the death of Bishop Patteson.  See Blain, <i>Biographical Dictionary of Anglicans in the Pacific</i>"
1980,Sarawia,George ,The Rev.,,,,(1845-1901),missionary,When he was ordained in 1873 he became the first Melanesian to be ordained a priest.  He came from Mota.
1981,Brooke,Charles Hyde,The Rev.,,,,(1841-1926),missionary in Melanesia,"See Blain, <i>Biographical Directory of Anglican Clergy in the South Pacific</i> at www.anglicanhistory.org/nz/blain_directory.pdf"
1982,Wilbraham ,Sibylla,,(Egerton),,,(1780/1-1868),mother of Frances Wilbraham and Richard Wilbraham,
1983,Robbins,Sarah Cook,,(Stuart),,,(1817-1910),American writer,
1984,Guérin du Cayla,Eugénie de ,,,,,(1805-1848),diarist,
1985,Guérin du Cayla,Georges Maurice de,,,,,(1810-1839),poet,
1986,Nobbs,George Hunn,The Rev.,,,,(1799-1884),chaplain to the Pitcairn community on Norfolk Island,
1987,Stanley,Arthur Penrhyn,The Very Rev.,,,,(1815-1881),"Dean of Westminster, theologian",
1988,La Ferronnays,Alexandrine de,,(d\'Alopeus),,,(1808-1848),,
1989,Strachey,Edward ,Sir,,3rd Bt.,,(1812-1901),,
1990,Peabody,George,,,,,(1795-1869),American philanthropist,"He was born in Danvers (later Peabody), Mass., U.S.A.."
1991,Rivington,Francis Hansard,,,,,(1834-1913),publisher,"In her ODNB article on the Rivington family, Barbara Laning Fitzpatrick observes that Francis Hansard Rivington dealt with the theological side of the busness, so it is presumably he to whom CMY refers."
1992,Low,Sampson,,,jr.,,(1822-1871),publisher and compiler of <i>The Charities of London</i>,
1994,Eliot,George,,,,,(1819-1880),novelist,
1995,Humbert,Lewis Henry De Blois,,,,,(1856/7-1867),"son of the Rev. Lewis Humbert, Warden of St. Cross Hospital","<i>The Hampshire Telegraph</i> (11 May 1867) recorded his death aged 10 years.
"
1996,Young,Harry Gavin,,,,,(b.Scotland 1854/5),"son of the Rev. James Gavin Young, Vicar of Hursley",He was at Uppingham School during the 1871 census and subsequently served in the Indian Police.
1997,,Arthur,Prince,,,,(1850-1942),"Duke of Connaught, son of Queen Victoria",
1998,Scroggs,Sydney Malet,The Rev.,,,,(1824/5-1893),curate of Kingsteignton,"He was one of the six former curates of Keble who carried his coffin.  He is listed in the 1861 census as curate of Pitt.  He is listed in the 1871 census as curate of Kingsteignton, Devon.  He married Emma Frances Stephens (1824/5-1876) in 1858."
1999,Scroggs,Emma Frances,,(Stephens),,,(1823.4-1876),"wife of the Rev. Sydney Scroggs, curate of Pitt, Hursley, and subsequently of Kingsteignton",
2001,Manning,Miss,,,,,,recipient of a letter from CMY,"She may be the novelist Anne Manning, but there is little firm evidence."
2002,Sarawia,Sara,,,,,(d.1873),wife of the Rev. George Sarawia,
2003,Wogale,Edward ,,,,,(before 1849-<i>c.</i> 1880),"brother of the Rev. George Sarawia, Melanesian missionary","See Blain, <i>Biographical Dictionary of Anglicans in the Pacific</i> at http://anglicanhistory.org/nz/blain_directory/"
2004,Pantatun,Robert,,,,,(d.1910),Melanesian missionary,"According to Blain\'s directory he was born in 1869, but this seems inconsistent with other evidence.  He was the brother of Fisher Pantatun.
See
http://anglicanhistory.org/nz/blain_directory/

Patteson married him to Emily Milerauwe."
2005,Pantatun,Fisher,,,,,,Melanesian missionary,brother of Robert Pantatun
2006,Terle,,Miss,,,,,,
2008,Eyre,,Miss,,,,,author of an MS novel called <i>Gabrielle and her Guardians</i>,
2009,Hutchinson,Maria Elizabeth,,(Latham),,,(1832/3-1869),stepsister of Margaret Eliza Roberts and sister of Diana Latham,"She married (1851) the Rev. Charles Henry Hutchinson (1823/4-1896), Vicar of West Dean, Sussex, and had at least eight children.  "
2010,Erle,,Miss,,,,,"invalid, perhaps named Margaretta",
2011,Jones,Agnes,,,,,(1832- 19 February 1868),lady superintendent of the Liverpool Workhouse Infirmary.,
2013,,Hundulu,,,,,,pupil of the Rt. Rev. Coleridge Patteson,
2014,Davies,Sarah Emily,,,,,(1830-1921),campaigner for women\'s education,
2016,Dyson,Charlotte Elizabeth,,,,,(Tidworth 1820/1-1886),"niece of Mary Anne Dyson, invalid","CMY describes this person as daughter of the Rev. Francis Dyson, Rector of Tidworth.  He had two daughters, who were both resident in Malvern in 1851, 1861 and 1871.  It has been assumed that CMY refers to the elder, and not to his younger daughter Frances Letitia Dyson (1829/30-1903)."
2017,Twemlow,Francis Randle,,,,,(1852-1908),"nephew of Fanny Wilbraham, pupil at Winchester College",Son of the Rev. Francis Cradock Twemlow and Charlotte Wilbraham;  he went to Winchester College in 1866;  he later joined the army and served in the Boer War.
2018,Jacob,Philip ,The Ven. Canon,,,,(1802/3-1884),"father of Edith Jacob, Rector of Crawley and Archdeacon of Winchester"," Daughter of the Venerable Canon Philip Jacob (1802/3-1884), rector from 1831 of Crawley with Hunton, north-west of Winchester, and canon and (from 1860) Archdeacon of Winchester,"
2019,Jacob,George Le Grand,Major-General Sir ,,,,(1805-1881),uncle of Edith and Gertrude Jacob,
2020,Hodson,Elizabeth ,,,,,,sister in charge at King\'s College Hospital,
2021,Collinson,Amelia,,(King),,,,mother of Sophia Jane Harrison,"The friendship between the Collinsons and CMY\'s mother\'s family is described by her in Coleridge, <i>[[otherbook:40]Life]</i> 31-2;  and also in the account she wrote of the novels of Julia (Collinson) Stretton (daughter of Amelia Collinson) in <i>[[cmybook:244]Women Novelists of Queen Victoria\'s Reign]</i>."
2022,Brownlow,Katharine Charlotte,,(Harrison),,,(1868-1955),"goddaughter of CMY, daughter of Thomas Elliot Harrison and Sophia Jane Collinson",She married (1894) the Rev. Harold Arthur Brownlow.
2023,Arnold,Thomas,,,Jr.,,(1823-1900),"son of Dr. Arnold of Rugby, father of Mary Augusta Ward",
2024,Latham,Mary Grace ,,,,,(1851-1937),"sister of Diana Latham, daughter of Dr Peter Mere Latham",CMY would have known about the Lathams because her friend Margaret Eliza Roberts was their uncle\'s stepdaughter.
2025,Llewellyn,,Miss,,,,,an unidentified aspirant member of the Gosling Society,
2026,Bice,Charles,The Rev.,,,,(1844-1922),"Melanesian missionary, later Vicar of Murrurundi, NSW","See Blain, <i>Biographical Dictionary of Anglicans in the Pacific</i> at http://anglicanhistory.org/nz/blain_directory/directory.pdf"
2027,Macrorie,William Kenneth,The Rt. Rev.,,,,(1831-1905),Bishop of Maritzburg,
2028,Street,George Edmund,,,,,(1824-1881,architect,
2029,Forrest,,Miss,,,,,contributor to <i>MP</i> as \'FF\' (1869?).,
2030,Wilcox,Mary Anne,,(Marwood),,,(1813-22 March 1870),"mother of Margaret Wilcox, half-aunt of Lewis Carroll","She married (1834) William Wilcox (1801-1872) and had 14 children.  She was a daughter of Lucy (Hume) Dodgson, Lewis Carroll\'s grandmother, by her second marriage."
2031,Melon,,Madame,,,,,,
2032,Michel,Francisque,,,,,(1809-1887),French author and translator, His translations of Tennyson included <i>Viviane</i> (1868) and <i>Genièvre</i> (1868).
2033,Monckton Milnes,Richard,,,,1st Lord Houghton,(1809-1885),writer and politician,
2034,Curteis,,Mrs.,,,,,author of \'Mrs. Twitch\',"\'Mrs. Twitch\' was a story, signed R. L. C., published in <i>MP</i> (June 1869) 606-12, which gave rise to a query answered in (October 1869) 415.  Two later stories, also about Mrs Twitch and presumably by the same author, were \'Pin-Baskets\' (June 1875) 639-646, and \'True and Just in All My Dealings\' (September 1881) 300-3.  \'St. Canace\'s Jackdaw\' was a poem, published in <i>MP</i> (August 1869) 140-1.  The other stories mentioned in CMY\'s letter to Mrs Curteis have not been traced.  

"
2035,,Isabella,,,,,(1830-1904),Queen of Spain 1833-1870,
2036,,Maria Luisa Fernanda,,,,,(1833-1897),Infanta of Spain,
2037,Peel,Robert ,Sir,,2nd Bt.,,(1788-1850),Prime Minister of Great Britain 1834-5 and 1841-6,
2038,,Louise Marie Adelaide Eugènie d’Orléans,,,,, (1777-1847),"princess of France, sister of Louis Philippe",
2039,,Louis Philippe,,,,,(1773-1850),"King of France 1830-1848

",
2040,,Maria Carolina,,,,,(1752-1814),"queen consort of Naples, mother of Queen Marie Amèlie of France",
2041,,Maria Antonietta,,,,,(1814-1898)," princess of the Two Sicilies, wife of Leopold II, Grand Duke of Tuscany.",
2042,,Ferdinand I,,,,,(1851-1825),King of the Two Sicilies,
2043,Nelson,Horatio,,,,1st Viscount Nelson,(1758-1805),naval hero,
2044,Gouvion,Laurent,,,,,(1764-1830),"Marshal of France, Marquis de Gouvion-Saint-Cyr ",
2045, Pélissier,Aimable Jean Jacques,,,,,(1794-1864),"Marshal of France, Duc de Malakoff ",
2046,Hugonin,Flavien-Abel-Antoinin,,,,,(d.1898),Bishop of Bayeux from 1866 to his death. ,
2047,Guizot,Maurice Guillaume,,,,,(1833-1892),son of Guizot,
2048,Buffham,Mary Ann,,,,,,ladies\' maid to Anne Sturges Bourne at the time of the 1871 census,
2049,Rogers,,Mr,,,,,probably a Plymouth physician,
2050,Bewick,John ,,,,,,"engraver of <i>Blossoms of Morality</i>, brother of the engraver Thomas Bewick",
2051,Huard,Louis,,,,,(1813-1874,French illustrator,Among other works he illustrated the Keary sisters <i>[[otherbook:534]The Heroes of Asgard]</i>.
2052,Dundas,Elizabeth Christian,,,,,(1841-1923),niece of Anne Mackenzie,She was living near Bedford with her sister Helen in the 1881 census.
2053,Dundas,Helen Anne,,,,,(b.1847),niece of Anne Mackenzie,
2054,Dundas,Katherine Louisa,,,,,(b.1849),niece of Anne Mackenzie,She was working as a Sister of Mercy at Cowley in the 1881 census.
2055,Arnold,Sarah,,(Vine),,,(Otterbourne 1821/2-1896),wife of James John Arnold,
2056,Moor,John Frewen,,,,,(b.1855),"son of the Rev. John Frewen Moor, Vicar of Ampfield",
2057,Yonge,Jane Ley,,(Bennett),,,(1807/8-1881),known as \'Aunt Edmund\',"She married (1835) Vice-Admiral Edmund Yonge, R.N. (1795-1868), younger brother of the Rev. John Yonge of Puslinch and cousin of CMY\'s father."
2058,Young,Anna,,(Thorp),,,(1824/5-1900),"wife of the Rev. James Gavin Young, Vicar of Hursley",She married in 1849.
2059,Pasvorang,William ,,,,,,"Melanesian missionary, a native of Rowa in the Banks Islands",
2060,Sawa,Marsden,,,,,,Melanesian missionary,He and his wife worked on Mota.  <i>Mission Field</i> (1874)
2061,Pantatun,Emily,,(Milerauwe),,,,wife of [[person:2004]Robert Pantatun],
2062,Pasvorang,Lydia,,(Lastitia),,,,wife of [[person:2059]William Pasvorang],
2063,Sawa,Rhoda,,(Titrakrauwe),,,,"missionary on Mota, wife of [[person:2060]Marsden Sawa]",
2064,Palmer,Sarah Matilda,,(Ashwell),,,(1841-1874),Melanesian missionary,She married (1868) her first cousin the Rev. [[person:1884]John Palmer].
2065,Pantatun,Charlotte,,,,,,wife of [[person:2005]Fisher Pantatun],She was married to Fisher Pantatun by Patteson (2 July 1868).  She was named after CMY.
2066,Vassil,Benjamin,,,,,,Melanesian missionary on Mota,He was married by Patteson to his wife Marion on 2 July 1868.
2067,Vassil,Marion,,,,,,"wife of [[person:2066]Benjamin Vassil], missionary on Mota",
2068,Woleg,Charles,,,,,,"Melanesian missionary, brother of George Sarawia",
2069,Woleg,Ellen ,,,,,,presumably wife of [[person:2068]Charles Woleg]?,
2070,Parnell,Ann,,,,,(b. Cornwall 1828/9),nurse to CMY\'s nephews and nieces,She is found at Otterbourne House in the censuses of 1861 and 1871.
2071,Kelsey,H. W. ,,,,,,"grocer, Mayor of Winchester in 1869",
2072,Rogers,Marcella,,,,,(b. Cork 1810/11),"mother of [[person:253]Hannah (Rogers) Yonge, later Carey]",[1871 census]
2073,Crawley,Charlotte Elizabeth,,,,,(b.1818),sister of [[person:1180]Augusta Pode] and [[person:899]Kate Low],
2074,Chambers,George H.,,,,,, chairman of the committee of the training ship Worcester, [<i>The Times</i> 29 September 1874]
2075,Baker,Harriet Emma Lockhart,,(Cox),,,(1824/5-1909),possibly the Mrs Baker whose paper on New Zealand CMY turned down ,"Although there is little evidence, the most likely candidate is this person, wife of the Rev. Arthur Baker (1816-1868), who returned from New Zealand under a cloud in 1859, the year of his marriage to Harriet Cox, sister of one of W. J. Butler\'s curates at Wantage.

[Blain, <i>[[otherbook:576]Biographical Directory of Anglicans in the Pacific]</i>]"
2076,Herbert,Edward James ,,,,3rd Earl of Powis,(1818-1891),,
2077,Blunt,Alexander Colvin,The Rev. Canon,,,,,Rector of Millbrook from 1866,"He married (27 June 1865) Lady Susanna Nelson.

 [<i>Jackson’s Oxford Journal</i>, 30 December 1865)]
"
2078,Holbeche,Helen,,,,,(1821-1895),contributor to <i>MP</i>,"An article signed \'H\', \'Blindness its Trials and Blessings\' <i>MP</i> (July 1861) 91-99, described several blind people, including a homeless, friendless orphan girl, and for the next few months acknowledgments of donations for the \'Blind Girl\' appear frequently in the magazine.  The letter to Miss Holbeche implies she was the author. The identity of Helen Holbeche of Sutton Coldfield with this Miss Holbeche is confirmed by <i>God is love, or, Memorials of Little Nony</i>(London: Nisbet 1883) 84. "
2079,Barlow,,Miss,,,,,,
2080,Yonge,John Harry,,,,,(1852-1934),"cousin of CMY, solicitor, brother of [[person:1588]Charlotte Fortescue Yonge]",He married (1883) Emma Caroline Isabel (or Isabella) Sherlock (1861-1917).  <i>Burke\'s Landed Gentry</i> calls him John Henry Yonge.
2081,Yonge,Emma Caroline Isabella,,(Sherlock),,,(1861-1917),sister-in-law of [[person:1588]Charlotte Fortescue Yonge],"She married (1883) [[person:2080]John Henry or Harry Yonge] (1852-1934), solicitor, son of CMY\'s first cousin the Rev. John Eyre Yonge."
2082,Talbot,Lavinia,The Hon.,(Lyttelton),,,(1849-1939),supporter of the education of women,
2083,Bigge,Matthew R.,,,,,,,
2084,Anderson Morshead,Mary,,(Fearon),,,(1843/4-1933),wife of Edmund Anderson Morshead,"Obituary in <i>The Times</i> (5 August 1933), 15."
2085,Buck,,Mr,,,,,a Devonshire clergyman?,
2086,Silver,Ernest Wollaston,The Rev. ,,,,(1862-1935),diocesan examiner in religious education,"<i>Hampshire Advertiser</i> (10 July 1895), 4."
2087,Tolcher,Catherine,,(Archer),,,(1826/7-1911),second cousin of CMY,"She married Henry John Tolcher in 1850. She was the sister of the Rev. [[person:52]Charles Harward Archer]. CMY\'s grandfather, the Rev. Duke Yonge, had a sister who married into the Archer family."
2088,Woollcombe,Henry Bedford,Vice-Admiral,,,,(1831-1904),brother of Robert Woollcombe,
2089,Lang,William Cosmo Gordon ,The Rev. ,,,,(1864-1945),later (1928) Archbishop of Canterbury and (1942) Lord Lang of Lambeth,
2090,Gordon,Charles,General,,,,(1833-1885),hero of Khartoum,
2091,Havergal,Frances Ridley,,,,,  (1836-1879),hymn-writer  ,
2092,Trimmer,Sarah,,(Kirby),,,(1741-1810),writer and educationist,
2093,Wooldridge,Charles Sylvester,,,,,1859-1941,"solicitor, son of Charles Wooldridge","He graduated BA from St. John\'s College, Oxford in 1882.  He several times played rugby for England and has a biography at www.scrum.com."
2094,Wooldridge,Charles,,,,,(1832/3-1913),solicitor,"<i>The Times</i> (4 December 1913), 6, refers to his 32-year tenure of the office of Diocesan Registrar for Winchester.

He married (1856) Margaret Sophia Bromley (1834/5-1888)."
2095,Kilner,Dorothy,,,,,(1755-1836),writer for children,
2096,Watson,M.,Miss,,,,,contributor to <i>MP</i> (1891),"CMY refers to \'Miss Watson and her German\', which suggests that she was the author of the series of articles \'Studies in German Literature\' which appeared in <i>MP</i> (January-June 1891).  These were accompanied by an essay competition, and contestants were asked to send answers to \'Miss Watson, Brightwell, Tetsworth, Oxon..
The 1891 census return shows a Margaret Watson (b. Oxfordshire 1858/9), sister of a land agent, living with him at Brightwell Baldwin, which is reasonably near Tetsworth, who seems a possible candidate."
2097,Church,Charles Marcus,,,,,(d.1915),brother of the Very Rev. [[person:297]Richard William Church],
2098,Church,Richard,General Sir,,,,(1784-1873),"liberator of Greece, uncle of the Very Rev. [[person:297]Richard William Church]",
2099,Bowles,Miss,,,,,,"recommending a cook, 1890","This Miss Bowles was evidently a neighbour of Anne Sturges Bourne.  The [[person:2]Elizabeth Savage] who was CMY\'s cook in 1891 had been born in Eling, which is near Anne Sturges Bourne\'s home at Testwood, but unfortunately in 1881 she was not working for anyone called Bowles, so it is impossible to determine either the identity of Miss Bourne or whether Savage was the cook in question."
2100,Mason,Charlotte,,,,,(1842-1923).,founder of the PNEU,
